City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
59,Geraldton,AU,2021-09-21 19:57:36,-28.7667,114.6,54.01,37,0,13.8
60,Pangoa,PE,2021-09-21 19:57:37,-12.1167,-73.0,84.34,52,100,2.3
61,Bredasdorp,ZA,2021-09-21 19:57:37,-34.5322,20.0403,51.28,76,3,5.75
62,Darnah,LY,2021-09-21 19:57:37,32.767,22.6367,79.48,71,0,8.99
63,Ilulissat,GL,2021-09-21 19:57:38,69.2167,-51.1,25.81,90,94,1.83
64,Vostok,RU,2021-09-21 19:57:38,46.4856,135.8833,50.13,98,95,2.44
65,Arraial Do Cabo,BR,2021-09-21 19:57:39,-22.9661,-42.0278,73.36,94,75,34.52
66,Castro,BR,2021-09-21 19:57:39,-24.7911,-50.0119,76.6,59,72,10.09
67,Sept-Iles,CA,2021-09-21 19:53:55,50.2001,-66.3821,64.92,74,75,4.0
68,Lasa,IT,2021-09-21 19:57:39,46.6166,10.7002,55.02,83,28,4.43
69,Isangel,VU,2021-09-21 19:57:40,-19.55,169.2667,71.71,83,95,6.91
70,Saint-Philippe,RE,2021-09-21 19:57:40,-21.3585,55.7679,65.79,75,41,9.91
71,Hilo,US,2021-09-21 19:53:26,19.7297,-155.09,85.28,88,90,3.44
72,Jamestown,US,2021-09-21 19:54:32,42.097,-79.2353,74.01,63,1,5.99
73,Canton,CN,2021-09-21 19:55:01,23.1167,113.25,82.35,70,99,4.74
74,Albany,US,2021-09-21 19:53:34,42.6001,-73.9662,74.37,62,92,9.19
75,Tuktoyaktuk,CA,2021-09-21 19:57:41,69.4541,-133.0374,37.4,65,90,14.97
76,Begoro,GH,2021-09-21 19:57:41,6.3871,-0.3774,72.3,93,70,3.74
77,Victoria,HK,2021-09-21 19:55:50,22.2855,114.1577,85.32,84,97,4.65
78,Punta Arenas,CL,2021-09-21 19:53:27,-53.15,-70.9167,57.31,58,0,20.71
79,Cape Town,ZA,2021-09-21 19:56:37,-33.9258,18.4232,57.61,76,0,3.0
80,Kaitangata,NZ,2021-09-21 19:57:42,-46.2817,169.8464,43.3,80,13,6.06
81,Vaini,TO,2021-09-21 19:57:42,-21.2,-175.2,71.76,83,75,8.05
82,Tessalit,ML,2021-09-21 19:57:43,20.1986,1.0114,93.78,8,1,9.93
83,Kudahuvadhoo,MV,2021-09-21 19:57:43,2.6708,72.8944,83.5,74,10,15.46
84,Weligama,LK,2021-09-21 19:57:44,5.9667,80.4167,77.81,89,17,9.19
85,Nome,US,2021-09-21 19:57:44,64.5011,-165.4064,33.4,65,100,5.35
86,Farim,GW,2021-09-21 19:57:44,12.4839,-15.2217,86.29,93,87,7.47
87,Trairi,BR,2021-09-21 19:57:45,-3.2778,-39.2689,80.28,69,14,14.14
88,Paamiut,GL,2021-09-21 19:57:45,61.994,-49.6678,34.59,56,100,4.54
89,Sao Joao Da Barra,BR,2021-09-21 19:57:45,-21.6403,-41.0511,91.49,71,9,12.12
90,Zhangye,CN,2021-09-21 19:57:46,38.9342,100.4517,66.06,29,98,1.41
91,Sibolga,ID,2021-09-21 19:57:46,1.7427,98.7792,75.2,84,61,3.06
92,Ortakoy,TR,2021-09-21 19:57:47,38.7373,34.0387,64.65,45,4,3.83
93,Alugan,PH,2021-09-21 19:57:47,12.2188,125.4808,77.77,88,99,4.59
94,Bundaberg,AU,2021-09-21 19:57:47,-24.85,152.35,51.22,49,0,5.01
95,Fairbanks,US,2021-09-21 19:57:37,64.8378,-147.7164,35.6,65,75,3.44
96,Changying,CN,2021-09-21 19:57:48,52.8733,123.3213,44.67,92,80,1.97
97,Codrington,AU,2021-09-21 19:57:48,-38.2667,141.9667,50.7,94,100,6.96
98,Boone,US,2021-09-21 19:57:48,39.0334,-92.3335,71.85,57,70,3.0
99,Qaqortoq,GL,2021-09-21 19:57:49,60.7167,-46.0333,37.49,68,100,6.51
100,Bethel,US,2021-09-21 19:57:49,41.3712,-73.414,76.35,75,83,1.01
101,Avarua,CK,2021-09-21 19:57:50,-21.2078,-159.775,77.05,78,75,4.61
102,Iqaluit,CA,2021-09-21 19:57:51,63.7506,-68.5145,35.33,87,90,3.44
103,Saskylakh,RU,2021-09-21 19:57:51,71.9167,114.0833,31.77,89,100,7.52
104,New Norfolk,AU,2021-09-21 19:57:52,-42.7826,147.0587,54.9,75,70,1.01
105,Shimoda,JP,2021-09-21 19:57:52,34.6667,138.95,75.31,86,100,4.85
106,Tasiilaq,GL,2021-09-21 19:57:53,65.6145,-37.6368,26.2,60,100,5.3
107,Rundu,NA,2021-09-21 19:57:53,-17.9333,19.7667,77.7,20,4,5.5
108,Ixtapa,MX,2021-09-21 19:57:53,20.7,-105.2,88.23,71,32,5.01
109,Barrow,US,2021-09-21 19:57:54,71.2906,-156.7887,33.82,69,90,21.85
110,Tuatapere,NZ,2021-09-21 19:57:54,-46.1333,167.6833,44.82,87,16,3.71
111,Belaya Kholunitsa,RU,2021-09-21 19:57:54,58.84,50.8528,31.73,94,45,5.21
112,Khatanga,RU,2021-09-21 19:57:55,71.9667,102.5,29.88,95,57,11.07
113,Dawei,MM,2021-09-21 19:57:56,14.0833,98.2,75.02,97,100,9.95
114,Port Macquarie,AU,2021-09-21 19:57:56,-31.4333,152.9167,49.96,71,38,15.57
115,Gamba,GA,2021-09-21 19:57:57,-2.65,10.0,75.51,85,100,4.5
116,Priyutnoye,RU,2021-09-21 19:57:57,46.1011,43.5072,63.28,85,100,6.4
117,Severo-Kurilsk,RU,2021-09-21 19:57:57,50.6789,156.125,48.16,86,27,12.41
118,Klobuck,PL,2021-09-21 19:57:58,50.9008,18.9367,50.65,78,100,6.82
119,Morbegno,IT,2021-09-21 19:57:58,46.1383,9.57,65.39,78,11,3.33
120,Chapais,CA,2021-09-21 19:57:58,49.7834,-74.8492,71.38,62,71,17.02
121,Chuy,UY,2021-09-21 19:57:59,-33.6971,-53.4616,55.62,73,7,13.22
122,Ovruch,UA,2021-09-21 19:57:59,51.3246,28.8035,41.32,95,100,11.74
123,Bam,IR,2021-09-21 19:58:00,29.106,58.357,85.59,18,41,5.46
124,Gaithersburg,US,2021-09-21 19:58:00,39.1434,-77.2014,79.65,77,100,3.0
125,Susangerd,IR,2021-09-21 19:58:00,31.5608,48.1831,91.42,17,0,11.36
126,Biak,ID,2021-09-21 19:58:01,-0.9131,122.8766,71.31,89,100,4.92
127,Lebu,CL,2021-09-21 19:58:01,-37.6167,-73.65,56.03,64,0,6.87
128,Mitchell,US,2021-09-21 19:58:01,43.7094,-98.0298,68.11,40,1,5.01
129,Maneadero,MX,2021-09-21 19:58:02,31.7167,-116.5667,77.11,76,16,1.99
130,Namibe,AO,2021-09-21 19:58:02,-15.1961,12.1522,63.14,86,39,1.88
131,Marsa Matruh,EG,2021-09-21 19:58:02,31.3525,27.2453,79.0,89,75,9.22
132,Half Moon Bay,US,2021-09-21 19:58:03,37.4636,-122.4286,98.58,29,1,5.75
133,Vanimo,PG,2021-09-21 19:58:03,-2.6741,141.3028,76.78,90,100,2.68
134,Te Anau,NZ,2021-09-21 19:58:04,-45.4167,167.7167,39.52,92,51,0.58
135,Carnarvon,AU,2021-09-21 19:58:04,-24.8667,113.6333,53.67,94,0,6.91
136,Quatre Cocos,MU,2021-09-21 19:58:04,-20.2078,57.7625,69.91,72,11,12.59
137,Frankfort,ZA,2021-09-21 19:58:05,-27.2667,28.4833,54.18,72,0,12.53
138,Vao,NC,2021-09-21 19:58:05,-22.6667,167.4833,71.31,79,85,13.65
139,Lagoa,PT,2021-09-21 19:58:05,39.05,-27.9833,70.32,76,0,17.05
140,Murray Bridge,AU,2021-09-21 19:58:06,-35.1167,139.2667,51.85,92,78,7.18
141,Chokurdakh,RU,2021-09-21 19:58:06,70.6333,147.9167,26.91,75,88,8.34
142,Laiwu,CN,2021-09-21 19:58:06,36.1928,117.6569,64.83,84,0,2.28
143,Yar-Sale,RU,2021-09-21 19:58:07,66.8333,70.8333,35.19,83,100,10.07
144,Plouzane,FR,2021-09-21 19:58:07,48.3833,-4.6167,60.08,88,90,8.05
145,Noumea,NC,2021-09-21 19:58:07,-22.2763,166.4572,66.18,73,11,4.68
146,Seda,LV,2021-09-21 19:58:08,57.65,25.75,43.05,94,100,5.97
147,Dawson Creek,CA,2021-09-21 19:55:03,55.7666,-120.2362,62.56,48,20,23.02
148,Batagay-Alyta,RU,2021-09-21 19:58:08,67.8006,130.4114,30.65,89,100,2.57
149,Angoche,MZ,2021-09-21 19:58:09,-16.2325,39.9086,74.82,81,0,8.88
150,Altamira,BR,2021-09-21 19:58:09,-3.2033,-52.2064,93.29,52,75,4.61
151,Bukene,TZ,2021-09-21 19:58:09,-4.2333,32.8833,79.03,33,82,4.52
152,Cabrobo,BR,2021-09-21 19:58:10,-8.5142,-39.31,91.87,25,11,4.61
153,Bosaso,SO,2021-09-21 19:58:10,11.2842,49.1816,88.32,67,5,3.67
154,Pascagoula,US,2021-09-21 19:58:10,30.3658,-88.5561,90.72,82,24,7.47
155,Utica,US,2021-09-21 19:58:11,43.1009,-75.2327,75.34,66,100,4.0
156,Najran,SA,2021-09-21 19:58:11,17.4924,44.1277,77.65,34,55,3.65
157,Cherskiy,RU,2021-09-21 19:58:11,68.75,161.3,27.34,68,100,5.1
158,Lokosovo,RU,2021-09-21 19:58:12,61.1333,74.8167,34.88,98,100,6.62
159,Gordeyevka,RU,2021-09-21 19:58:12,52.9569,31.9703,41.41,96,100,12.88
160,Luderitz,NA,2021-09-21 19:58:12,-26.6481,15.1594,66.69,44,11,8.25
161,Aklavik,CA,2021-09-21 19:58:13,68.2191,-135.0107,38.23,82,100,13.4
162,Cayenne,GF,2021-09-21 19:58:13,4.9333,-52.3333,89.64,76,40,7.0
163,La Ronge,CA,2021-09-21 19:56:45,55.1001,-105.2842,59.25,58,75,8.05
164,Lora Del Rio,ES,2021-09-21 19:58:14,37.659,-5.5275,76.55,61,3,5.73
165,Nikolskoye,RU,2021-09-21 19:58:14,59.7035,30.7861,44.49,81,100,5.5
166,Yellowknife,CA,2021-09-21 19:58:14,62.456,-114.3525,50.52,71,90,16.11
167,Hithadhoo,MV,2021-09-21 19:58:15,-0.6,73.0833,82.8,76,100,15.48
168,Salalah,OM,2021-09-21 19:58:15,17.0151,54.0924,79.32,84,29,4.41
169,Talnakh,RU,2021-09-21 19:58:15,69.4865,88.3972,30.09,86,23,3.44
170,Abu Samrah,SY,2021-09-21 19:58:16,35.3029,37.1841,77.52,35,0,7.34
171,Atasu,KZ,2021-09-21 19:58:16,48.6814,71.6433,37.6,58,23,7.81
172,Tombouctou,ML,2021-09-21 19:58:16,20.0,-3.0,97.7,8,5,4.07
173,Klaksvik,FO,2021-09-21 19:58:17,62.2266,-6.589,54.52,94,100,41.43
174,Kamenka,RU,2021-09-21 19:58:17,51.3223,42.7678,52.0,77,100,4.76
175,San Quintin,MX,2021-09-21 19:58:17,30.4833,-115.95,80.82,53,0,11.9
176,Qaanaaq,GL,2021-09-21 19:58:18,77.484,-69.3632,14.07,72,14,6.85
177,Roald,NO,2021-09-21 19:58:18,62.5833,6.1333,58.33,67,75,19.57
178,Suclayin,PH,2021-09-21 19:58:19,15.7568,121.5503,76.32,94,100,1.03
179,Nanortalik,GL,2021-09-21 19:58:19,60.1432,-45.2371,36.77,78,96,14.23
180,Nador,MA,2021-09-21 19:58:19,35.174,-2.9287,73.47,88,75,12.66
181,Mount Gambier,AU,2021-09-21 19:57:14,-37.8333,140.7667,48.11,100,90,6.91
182,Balabac,PH,2021-09-21 19:58:20,7.9868,117.0645,78.08,90,100,17.69
183,Nelson Bay,AU,2021-09-21 19:58:20,-32.7167,152.15,49.95,91,53,17.98
184,Talcahuano,CL,2021-09-21 19:58:21,-36.7167,-73.1167,56.88,77,75,19.57
185,Hambantota,LK,2021-09-21 19:58:21,6.1241,81.1185,79.12,83,32,14.63
186,Port Hardy,CA,2021-09-21 19:58:21,50.6996,-127.4199,60.98,77,90,8.05
187,Tiksi,RU,2021-09-21 19:58:22,71.6872,128.8694,33.48,72,100,2.28
188,Kasongo-Lunda,CD,2021-09-21 19:58:22,-6.4667,16.8167,80.17,51,8,2.98
189,Kodiak,US,2021-09-21 19:54:32,57.79,-152.4072,43.9,47,0,29.24
190,Mitu,CO,2021-09-21 19:58:22,1.1983,-70.1733,80.22,86,100,1.52
191,Ikongo,MG,2021-09-21 19:58:23,-21.8833,47.4333,64.11,97,71,2.55
192,Berlevag,NO,2021-09-21 19:58:23,70.8578,29.0864,42.75,56,0,34.52
193,Aku,NG,2021-09-21 19:58:23,6.7081,7.3167,78.87,99,100,0.98
194,Hami,CN,2021-09-21 19:58:24,42.8,93.45,68.94,27,88,4.14
195,Terney,RU,2021-09-21 19:58:24,45.0503,136.6092,56.3,94,100,7.94
196,Dom Pedrito,BR,2021-09-21 19:58:24,-30.9828,-54.6731,58.93,67,13,11.07
197,Salinas,US,2021-09-21 19:58:25,36.6777,-121.6555,100.56,34,0,6.02
198,Guerrero Negro,MX,2021-09-21 19:58:25,27.9769,-114.0611,86.76,45,6,7.63
199,Altay,CN,2021-09-21 19:58:26,47.8667,88.1167,36.54,47,1,3.31
200,Taoudenni,ML,2021-09-21 19:58:26,22.6783,-3.9836,102.34,7,0,8.25
201,Alofi,NU,2021-09-21 19:58:26,-19.0595,-169.9187,73.29,100,34,4.61
202,Kirakira,SB,2021-09-21 19:58:27,-10.4544,161.9205,78.8,85,80,5.37
203,Souillac,MU,2021-09-21 19:58:27,-20.5167,57.5167,70.18,68,40,13.8
204,Mareeba,AU,2021-09-21 19:58:28,-17.0,145.4333,66.92,41,59,3.53
205,Tambovka,RU,2021-09-21 19:58:28,50.0969,128.0489,42.91,78,100,7.65
206,Muros,ES,2021-09-21 19:58:28,42.7762,-9.0603,66.15,67,0,15.39
207,Mobaye,CF,2021-09-21 19:58:29,4.319,21.1786,69.6,95,75,3.15
208,Kahului,US,2021-09-21 19:53:36,20.8947,-156.47,82.42,58,40,19.57
209,Port-Gentil,GA,2021-09-21 19:58:29,-0.7193,8.7815,78.76,78,20,11.5
210,Seymchan,RU,2021-09-21 19:58:29,62.8833,152.4333,29.53,92,96,2.93
211,San Rafael Del Sur,NI,2021-09-21 19:58:30,11.8485,-86.4384,76.17,59,87,8.81
212,Gorele,TR,2021-09-21 19:58:30,41.0308,39.0031,69.24,90,100,10.04
213,Contamana,PE,2021-09-21 19:58:30,-7.3333,-75.0167,95.54,38,82,4.05
214,Broome,US,2021-09-21 19:58:31,42.2506,-75.833,74.01,64,100,1.99
215,Mayo,US,2021-09-21 19:58:31,38.8876,-76.5119,82.74,69,100,7.0
216,Torbay,CA,2021-09-21 19:58:31,47.6666,-52.7314,61.88,62,75,16.11
217,Chimbote,PE,2021-09-21 19:58:32,-9.0853,-78.5783,66.87,75,14,11.34
218,Milverton,CA,2021-09-21 19:58:32,43.5668,-80.9164,70.02,77,98,16.44
219,Chincha Alta,PE,2021-09-21 19:58:32,-13.4099,-76.1323,68.59,66,22,8.59
220,Kungurtug,RU,2021-09-21 19:58:33,50.5994,97.5228,32.5,83,100,2.21
221,Margate,GB,2021-09-21 19:58:33,51.3813,1.3862,60.96,76,100,1.01
222,Uray,RU,2021-09-21 19:58:33,60.1247,64.7758,41.9,84,100,7.54
223,Fukue,JP,2021-09-21 19:58:34,32.6881,128.8419,75.49,74,0,11.56
224,Yelandur,IN,2021-09-21 19:58:34,12.0667,77.0333,69.89,94,24,4.09
225,Prince Rupert,CA,2021-09-21 19:58:34,54.3161,-130.3201,57.29,88,90,14.97
226,Kununurra,AU,2021-09-21 19:54:16,-15.7667,128.7333,80.58,14,100,14.97
227,Lewistown,US,2021-09-21 19:58:35,40.5992,-77.5714,76.42,73,75,0.0
228,Nowy Tomysl,PL,2021-09-21 19:58:36,52.3195,16.1284,51.58,86,100,6.33
229,Beidao,CN,2021-09-21 19:58:36,34.5686,105.8933,61.79,90,30,3.71
230,Xapuri,BR,2021-09-21 19:58:36,-10.6517,-68.5044,90.25,28,69,2.53
231,Smirnykh,RU,2021-09-21 19:58:37,49.75,142.8333,48.52,73,100,1.99
232,Seoul,KR,2021-09-21 19:58:37,37.5683,126.9778,67.48,97,75,5.75
233,Walcourt,BE,2021-09-21 19:58:38,50.2539,4.4352,55.49,83,99,3.0
234,Port Elizabeth,ZA,2021-09-21 19:58:38,-33.918,25.5701,52.11,87,40,0.0
235,Wakkanai,JP,2021-09-21 19:58:38,45.4094,141.6739,59.68,90,100,10.42
236,Damghan,IR,2021-09-21 19:58:39,36.1683,54.348,73.98,41,0,3.31
237,High Rock,BS,2021-09-21 19:58:39,26.6208,-78.2833,84.22,66,100,4.43
238,Bandarbeyla,SO,2021-09-21 19:58:39,9.4942,50.8122,78.53,76,100,25.75
239,Cacak,RS,2021-09-21 19:58:40,43.8914,20.3497,55.0,82,91,3.13
240,Lorengau,PG,2021-09-21 19:58:40,-2.0226,147.2712,80.26,79,100,4.76
241,Norman Wells,CA,2021-09-21 19:58:41,65.282,-126.8329,46.44,71,75,19.57
242,Narsaq,GL,2021-09-21 19:58:41,60.9167,-46.05,38.48,52,100,1.54
243,Saint Anthony,US,2021-09-21 19:58:41,45.0205,-93.218,68.25,52,40,5.01
244,Ponta Do Sol,PT,2021-09-21 19:58:42,32.6667,-17.1,74.03,58,72,5.19
245,Inhambane,MZ,2021-09-21 19:58:43,-23.865,35.3833,70.02,76,80,18.66
246,Yinchuan,CN,2021-09-21 19:58:43,38.4681,106.2731,71.22,20,100,3.96
247,Adrar,MR,2021-09-21 19:58:44,20.5022,-10.0711,96.33,12,1,15.61
248,Fuyu,CN,2021-09-21 19:58:44,45.1833,124.8167,53.98,96,100,11.05
249,Belokurikha,RU,2021-09-21 19:58:44,51.9959,84.9896,34.43,84,64,5.44
250,Mehamn,NO,2021-09-21 19:58:45,71.0357,27.8492,42.71,69,8,23.04
251,Matagami,CA,2021-09-21 19:58:45,49.7502,-77.6328,69.91,88,90,16.11
252,Pafos,CY,2021-09-21 19:58:45,34.7667,32.4167,78.71,83,20,3.44
253,Ancud,CL,2021-09-21 19:58:46,-41.8697,-73.8203,62.13,67,0,3.94
254,Asau,RO,2021-09-21 19:58:46,46.4333,26.4,49.12,88,33,2.68
255,Rawson,AR,2021-09-21 19:58:46,-43.3002,-65.1023,72.12,20,0,22.46
256,Senneterre,CA,2021-09-21 19:58:47,48.3835,-77.2328,70.02,72,100,15.39
257,Airai,TL,2021-09-21 19:58:47,-8.9266,125.4092,59.9,77,67,3.51
258,Jinchang,CN,2021-09-21 19:58:47,38.4953,102.1739,67.06,26,100,3.29
259,Toul,FR,2021-09-21 19:57:38,48.6667,5.9167,57.49,85,0,4.61
260,Santa Cruz,BO,2021-09-21 19:55:48,-17.8,-63.1667,86.05,37,20,21.85
261,Talara,PE,2021-09-21 19:58:48,-4.5772,-81.2719,74.16,68,0,18.41
262,Saint-Francois,FR,2021-09-21 19:58:48,46.4154,3.9054,55.47,94,0,1.14
263,Dutse,NG,2021-09-21 19:58:49,11.7594,9.3392,81.95,57,93,9.17
264,Pantai Remis,MY,2021-09-21 19:58:49,4.4557,100.6288,79.16,87,54,4.7
265,Laguna,US,2021-09-21 19:56:04,38.421,-121.4238,97.43,28,1,1.01
266,Kangundo,KE,2021-09-21 19:58:50,-1.2979,37.3471,68.9,81,98,9.84
267,Jiazi,CN,2021-09-21 19:58:50,22.8779,116.067,81.82,82,100,1.99
268,Pisco,PE,2021-09-21 19:58:51,-13.7,-76.2167,69.85,64,0,10.36
269,Gat,IL,2021-09-21 19:58:51,31.61,34.7642,81.39,68,0,5.84
270,Namatanai,PG,2021-09-21 19:58:51,-3.6667,152.4333,78.17,84,100,4.63
271,Linxia,CN,2021-09-21 19:58:52,35.6003,103.2064,59.61,58,100,1.99
272,Saint-Pierre,RE,2021-09-21 19:58:52,-21.3393,55.4781,65.88,63,0,5.75
273,San Lorenzo,PY,2021-09-21 19:58:52,-25.3333,-57.5333,65.34,82,90,17.27
274,Mogadishu,SO,2021-09-21 19:57:32,2.0371,45.3438,77.04,84,50,15.14
275,Tual,ID,2021-09-21 19:58:53,-5.6667,132.75,80.83,79,100,19.98
276,Auki,SB,2021-09-21 19:58:53,-8.7676,160.7034,77.41,87,77,3.31
277,Walvis Bay,NA,2021-09-21 19:58:54,-22.9575,14.5053,53.1,93,13,3.44
278,Timizart,DZ,2021-09-21 19:58:54,36.8,4.2667,65.5,85,100,7.29
279,Vryburg,ZA,2021-09-21 19:58:54,-26.9566,24.7284,57.63,12,0,8.55
280,Khasan,RU,2021-09-21 19:58:55,42.4308,130.6434,63.64,96,62,2.86
281,Houma,US,2021-09-21 19:58:55,29.5958,-90.7195,89.98,69,23,4.18
282,Bathsheba,BB,2021-09-21 19:58:55,13.2167,-59.5167,90.21,62,40,11.5
283,Calvinia,ZA,2021-09-21 19:58:56,-31.4707,19.776,56.59,16,0,4.79
284,Winona,US,2021-09-21 19:58:56,43.9666,-91.7668,68.45,49,40,12.66
285,Leningradskiy,RU,2021-09-21 19:58:57,69.3833,178.4167,24.03,87,99,13.02
286,Mikhaylovka,RU,2021-09-21 19:58:57,50.06,43.2379,52.95,74,84,0.58
287,Santarem,BR,2021-09-21 19:58:57,-2.4431,-54.7083,89.73,66,75,8.05
288,Cabra,ES,2021-09-21 19:58:58,37.4725,-4.4421,70.39,79,53,4.9
289,Krasnoselkup,RU,2021-09-21 19:58:58,65.7,82.4667,28.44,93,86,11.86
290,Iranshahr,IR,2021-09-21 19:58:58,27.2025,60.6848,95.34,28,20,13.8
291,Georgetown,MY,2021-09-21 19:58:59,5.4112,100.3354,79.9,90,20,4.61
292,Fayetteville,US,2021-09-21 19:58:52,35.0527,-78.8784,77.88,95,90,3.0
293,Severo-Yeniseyskiy,RU,2021-09-21 19:58:59,60.3725,93.0408,31.77,96,100,3.29
294,Yulara,AU,2021-09-21 19:54:57,-25.2406,130.9889,48.04,40,41,6.91
295,Palm City,US,2021-09-21 19:54:20,27.1678,-80.2662,82.08,88,90,3.44
296,Lakes Entrance,AU,2021-09-21 19:59:00,-37.8811,147.981,48.58,78,100,12.8
297,Avera,US,2021-09-21 19:59:00,33.194,-82.5271,84.94,69,85,5.75
